partition,bvid,text,label
生活区,life_3,内容有趣支持三连了#1153,
生活区,life_1,内容有趣支持期末人破防#6,
生活区,life_5,画面好看点赞期末人破防#2207,
学习区,learn_1,讲得有点快跟不上三连了#314,0
生活区,life_4,这个视频太治愈了姐妹们#1865,
生活区,life_1,评论区吵起来了期末人破防#172,
学习区,learn_1,笔记已经记好了姐妹们#160,
生活区,life_3,体验一般打卡55#1219,
学习区,learn_3,复习效率太低了救命#1323,
生活区,life_5,好喜欢这种日常哈哈#2071,1
生活区,life_4,内容有趣支持打卡45#1597,1
学习区,learn_2,复习效率太低了弹幕护体#887,
生活区,life_2,画面好看点赞打卡57#736,
学习区,learn_2,看到题目就迷茫救命#810,
学习区,learn_1,越学越焦虑确实#374,
生活区,life_3,内容有趣支持第74遍看#1335,
生活区,life_5,内容有趣支持打卡11#2436,
学习区,learn_2,讲得有点快跟不上哈哈#813,
生活区,life_3,真的很放松确实#1313,
生活区,life_5,好喜欢这种日常哈哈#2161,
学习区,learn_5,这节课效率很高弹幕护体#2229,
生活区,life_2,看着很舒服哈哈#873,
学习区,learn_4,太难了完全听不懂确实#1910,
生活区,life_2,看完心情变好了三连了#931,
学习区,learn_4,思路很清晰适合复习姐妹们#1862,1
学习区,learn_5,看到题目就迷茫第32遍看#2457,
生活区,life_5,有点尴尬救命#2327,
学习区,learn_1,例题很经典收获很多哈哈#368,
学习区,learn_1,这节课效率很高期末人破防#418,1
生活区,life_2,这个视频太治愈了姐妹们#696,
生活区,life_3,内容太水了没用姐妹们#1092,
生活区,life_3,有点无聊看不下去同感#1073,
生活区,life_4,感觉不太真实打卡69#1524,
生活区,life_2,真的很放松第21遍看#894,1
学习区,learn_5,作业好多真的累第76遍看#2404,
生活区,life_3,画面好看点赞打卡19#1474,
学习区,learn_5,思路很清晰适合复习弹幕护体#2155,
生活区,life_2,生活感满满很温暖同感#951,
生活区,life_1,节奏太慢有点烦期末人破防#163,
学习区,learn_2,学会了感谢分享期末人破防#855,1
生活区,life_4,生活感满满很温暖打卡64#1907,
学习区,learn_2,看到题目就迷茫确实#838,0
生活区,life_3,内容太水了没用姐妹们#1089,
生活区,life_3,快乐就是这么简单姐妹们#1334,
学习区,learn_1,讲得有点快跟不上打卡41#235,
学习区,learn_3,看到题目就迷茫姐妹们#1186,0
生活区,life_4,内容有趣支持姐妹们#1549,1
生活区,life_2,这个视频太治愈了姐妹们#948,
学习区,learn_1,复习效率太低了确实#252,0
学习区,learn_5,学不会有点烦姐妹们#2498,
学习区,learn_4,老师讲得很清楚终于懂了第64遍看#1907,1
生活区,life_2,看完心情变好了期末人破防#891,
学习区,learn_3,思路很清晰适合复习姐妹们#1358,
生活区,life_2,画面好看点赞第18遍看#600,1
生活区,life_5,好喜欢这种日常弹幕护体#2315,
学习区,learn_5,讲得有点快跟不上确实#2124,
生活区,life_4,画面好看点赞同感#1764,
生活区,life_2,这个视频太治愈了姐妹们#702,1
生活区,life_2,这个视频太治愈了救命#563,
生活区,life_5,这种分享很真实确实#2234,
生活区,life_4,内容太水了没用救命#1897,
学习区,learn_2,知识点总结很完整确实#925,1
学习区,learn_1,笔记已经记好了姐妹们#92,1
学习区,learn_5,思路很清晰适合复习打卡32#2069,1
学习区,learn_5,复习效率太低了打卡38#2172,
学习区,learn_5,看到题目就迷茫期末人破防#2358,
学习区,learn_5,这个方法太有用了收藏打卡64#2101,
生活区,life_1,快乐就是这么简单打卡92#92,
学习区,learn_3,例题很经典收获很多确实#1146,0
生活区,life_5,快乐就是这么简单确实#2443,
学习区,learn_3,这个公式太痛苦确实#1260,
生活区,life_5,看完心情变好了弹幕护体#2050,
生活区,life_1,看完没什么收获第77遍看#174,
生活区,life_4,看着很舒服期末人破防#1700,
学习区,learn_1,作业好多真的累姐妹们#95,
生活区,life_4,体验一般确实#1889,
学习区,learn_3,太难了完全听不懂第39遍看#1203,1
学习区,learn_2,太难了完全听不懂救命#765,
生活区,life_5,感觉不太真实确实#2269,0
生活区,life_2,这个视频太治愈了哈哈#851,
学习区,learn_4,讲解细节很到位确实#1511,
生活区,life_3,看完心情变好了同感#1094,
生活区,life_5,有点尴尬弹幕护体#2464,
生活区,life_5,生活感满满很温暖确实#2033,
生活区,life_1,评论区吵起来了打卡27#221,
学习区,learn_3,知识点总结很完整三连了#1190,0
生活区,life_4,这种分享很真实姐妹们#1728,1
学习区,learn_3,老师讲得很清楚终于懂了弹幕护体#1452,
生活区,life_3,生活感满满很温暖同感#1238,
学习区,learn_4,越学越焦虑姐妹们#1596,0
生活区,life_1,看着很舒服确实#87,
学习区,learn_3,备考压力好大想哭确实#1194,0
学习区,learn_4,思路很清晰适合复习弹幕护体#1598,
生活区,life_4,这种分享很真实期末人破防#1827,
学习区,learn_4,太难了完全听不懂救命#1892,
生活区,life_3,画面好看点赞哈哈#1393,
学习区,learn_3,这个公式太痛苦第61遍看#1031,
生活区,life_3,这个视频太治愈了哈哈#1355,
学习区,learn_1,例题很经典收获很多哈哈#426,
生活区,life_3,画面好看点赞打卡54#1412,
生活区,life_2,真的很放松弹幕护体#504,1
生活区,life_2,这个视频太治愈了姐妹们#912,1
学习区,learn_4,越学越焦虑救命#1508,
学习区,learn_2,这个知识点让我崩溃打卡49#534,
生活区,life_2,评论区吵起来了确实#544,
生活区,life_5,生活感满满很温暖期末人破防#2195,
生活区,life_5,快乐就是这么简单弹幕护体#2298,1
生活区,life_2,标题党无语同感#629,
生活区,life_2,看完心情变好了姐妹们#797,1
学习区,learn_4,老师讲得很清楚终于懂了哈哈#1669,1
学习区,learn_3,备考压力好大想哭打卡95#1259,
学习区,learn_5,这个方法太有用了收藏哈哈#2340,
学习区,learn_5,太难了完全听不懂期末人破防#2136,
学习区,learn_2,作业好多真的累第20遍看#699,
生活区,life_1,生活感满满很温暖第21遍看#409,
生活区,life_1,看完心情变好了第35遍看#35,
学习区,learn_4,复习效率太低了确实#1638,
学习区,learn_2,这个方法太有用了收藏姐妹们#579,
学习区,learn_1,知识点总结很完整同感#268,
学习区,learn_2,例题很经典收获很多弹幕护体#634,
学习区,learn_2,思路很清晰适合复习救命#992,
生活区,life_3,内容有趣支持确实#1165,1
生活区,life_3,生活感满满很温暖姐妹们#1451,
学习区,learn_1,学不会有点烦确实#262,
生活区,life_2,内容有趣支持弹幕护体#686,1
生活区,life_2,真的很放松期末人破防#737,
生活区,life_1,这种分享很真实三连了#388,
学习区,learn_2,讲得有点快跟不上同感#794,0
学习区,learn_5,备考压力好大想哭哈哈#2112,
生活区,life_2,体验一般哈哈#988,
学习区,learn_5,学会了感谢分享期末人破防#2041,
生活区,life_1,内容有趣支持打卡1#389,
生活区,life_5,好喜欢这种日常打卡26#2451,
学习区,learn_2,越学越焦虑救命#726,
生活区,life_1,剪辑有点乱同感#136,
学习区,learn_3,这个公式太痛苦期末人破防#1059,
生活区,life_1,看着很舒服期末人破防#62,
学习区,learn_3,讲解细节很到位姐妹们#1071,
学习区,learn_1,思路很清晰适合复习同感#20,
学习区,learn_5,终于把公式理解了姐妹们#2167,
学习区,learn_5,老师讲得很清楚终于懂了弹幕护体#2276,
学习区,learn_2,这个方法太有用了收藏三连了#508,
生活区,life_4,看完心情变好了同感#1789,
学习区,learn_3,太难了完全听不懂哈哈#1035,0
学习区,learn_4,这个公式太痛苦同感#1604,
学习区,learn_2,讲得有点快跟不上救命#501,
生活区,life_5,内容有趣支持姐妹们#2231,1
生活区,life_2,画面好看点赞救命#580,
生活区,life_5,真的很放松同感#2376,
学习区,learn_1,这个方法太有用了收藏救命#264,1
生活区,life_4,内容有趣支持确实#1974,
生活区,life_5,好喜欢这种日常救命#2052,
学习区,learn_5,学会了感谢分享期末人破防#2153,1
生活区,life_5,内容有趣支持哈哈#2125,1
生活区,life_1,画面好看点赞哈哈#57,
学习区,learn_1,这个方法太有用了收藏期末人破防#69,
学习区,learn_3,作业好多真的累姐妹们#1454,
生活区,life_1,看完心情变好了打卡31#31,
学习区,learn_4,讲解细节很到位打卡41#1884,
学习区,learn_5,知识点总结很完整打卡55#2286,1
生活区,life_1,好喜欢这种日常第15遍看#15,
学习区,learn_5,思路很清晰适合复习同感#2466,
生活区,life_4,生活感满满很温暖弹幕护体#1830,
学习区,learn_2,太难了完全听不懂哈哈#984,
学习区,learn_2,例题很经典收获很多救命#851,
学习区,learn_4,这个公式太痛苦同感#1665,
学习区,learn_1,讲得有点快跟不上打卡23#217,
学习区,learn_4,讲得有点快跟不上同感#1924,
生活区,life_1,这个视频太治愈了同感#60,
生活区,life_3,内容太水了没用第72遍看#1139,
学习区,learn_5,这节课效率很高三连了#2263,
生活区,life_2,评论区吵起来了确实#909,0
学习区,learn_4,复习效率太低了期末人破防#1537,
生活区,life_2,画面好看点赞确实#740,
学习区,learn_2,这个知识点让我崩溃期末人破防#697,
生活区,life_2,真的很放松确实#896,
生活区,life_4,这种分享很真实第95遍看#1938,
生活区,life_4,有点无聊看不下去救命#1630,
学习区,learn_4,学会了感谢分享期末人破防#1513,1
学习区,learn_3,这个知识点让我崩溃确实#1317,
学习区,learn_2,越学越焦虑期末人破防#933,
生活区,life_5,剪辑有点乱确实#2200,
生活区,life_3,看着很舒服第51遍看#1409,
生活区,life_3,看着很舒服三连了#1267,
学习区,learn_4,这节课效率很高第42遍看#1691,
生活区,life_5,看着很舒服弹幕护体#2208,
学习区,learn_2,看到题目就迷茫三连了#503,
生活区,life_5,内容有趣支持弹幕护体#2343,
生活区,life_1,节奏太慢有点烦三连了#206,
学习区,learn_4,太难了完全听不懂哈哈#1659,
生活区,life_5,画面好看点赞打卡85#2413,
学习区,learn_5,这个方法太有用了收藏救命#2171,
生活区,life_2,有点无聊看不下去救命#651,
学习区,learn_5,笔记已经记好了同感#2113,1
生活区,life_3,画面好看点赞确实#1019,1
生活区,life_1,好喜欢这种日常确实#441,
生活区,life_4,这种分享很真实期末人破防#1634,1
生活区,life_1,体验一般姐妹们#107,
学习区,learn_3,思路很清晰适合复习姐妹们#1414,
生活区,life_4,看完心情变好了确实#1919,1
生活区,life_4,看着很舒服弹幕护体#1899,1
学习区,learn_3,讲得有点快跟不上期末人破防#1070,0
生活区,life_2,评论区吵起来了同感#675,
生活区,life_5,内容太水了没用第71遍看#2011,0
学习区,learn_5,老师讲得很清楚终于懂了打卡29#2454,
生活区,life_2,有点无聊看不下去期末人破防#748,
生活区,life_2,这种分享很真实第81遍看#954,
学习区,learn_4,学不会有点烦第71遍看#1914,0
生活区,life_4,看完没什么收获三连了#1636,
学习区,learn_5,例题很经典收获很多打卡40#2077,
生活区,life_3,这个视频太治愈了期末人破防#1358,
生活区,life_5,生活感满满很温暖弹幕护体#2150,1
生活区,life_4,生活感满满很温暖弹幕护体#1753,
学习区,learn_3,备考压力好大想哭第25遍看#1286,
学习区,learn_1,这个公式太痛苦打卡76#173,
生活区,life_1,感觉不太真实弹幕护体#46,1
学习区,learn_5,讲解细节很到位三连了#2053,
生活区,life_4,评论区吵起来了三连了#1817,
学习区,learn_2,讲得有点快跟不上同感#719,0
学习区,learn_2,学不会有点烦救命#616,0
学习区,learn_1,复习效率太低了三连了#313,
学习区,learn_5,越学越焦虑确实#2139,0
学习区,learn_5,这节课效率很高救命#2011,
生活区,life_2,节奏太慢有点烦同感#877,
学习区,learn_4,作业好多真的累第12遍看#1952,
学习区,learn_5,备考压力好大想哭哈哈#2211,
生活区,life_4,画面好看点赞三连了#1688,
生活区,life_5,快乐就是这么简单哈哈#2215,1
生活区,life_3,真的很放松弹幕护体#1434,
学习区,learn_5,这个公式太痛苦三连了#2235,
学习区,learn_1,笔记已经记好了第57遍看#348,
生活区,life_3,感觉不太真实救命#1401,0
生活区,life_4,看完心情变好了哈哈#1645,
生活区,life_5,内容太水了没用打卡2#2039,
学习区,learn_3,这个知识点让我崩溃弹幕护体#1187,0
生活区,life_5,体验一般姐妹们#2174,1
学习区,learn_5,作业好多真的累同感#2064,0
学习区,learn_1,这个知识点让我崩溃姐妹们#471,
学习区,learn_4,作业好多真的累弹幕护体#1552,0
学习区,learn_3,看到题目就迷茫救命#1281,
学习区,learn_3,思路很清晰适合复习救命#1447,1
学习区,learn_2,这个公式太痛苦同感#613,
学习区,learn_1,这个公式太痛苦同感#105,
学习区,learn_5,越学越焦虑打卡52#2477,
生活区,life_2,内容太水了没用同感#757,
学习区,learn_1,思路很清晰适合复习同感#234,
生活区,life_5,剪辑有点乱姐妹们#2225,0
生活区,life_1,节奏太慢有点烦同感#152,
生活区,life_3,这个视频太治愈了姐妹们#1366,
学习区,learn_4,越学越焦虑打卡52#1798,1
学习区,learn_1,这个方法太有用了收藏打卡14#402,
学习区,learn_4,作业好多真的累哈哈#1969,
学习区,learn_2,这个公式太痛苦期末人破防#779,0
学习区,learn_1,笔记已经记好了期末人破防#338,
生活区,life_3,体验一般哈哈#1446,
学习区,learn_5,复习效率太低了三连了#2399,0
生活区,life_1,这个视频太治愈了确实#109,
生活区,life_5,感觉不太真实三连了#2375,
学习区,learn_3,这个知识点让我崩溃确实#1320,
生活区,life_3,这个视频太治愈了同感#1043,1
学习区,learn_1,这个知识点让我崩溃期末人破防#124,
生活区,life_5,生活感满满很温暖第25遍看#2062,
生活区,life_2,这种分享很真实救命#859,
学习区,learn_1,太难了完全听不懂确实#111,
生活区,life_1,这个视频太治愈了同感#475,
学习区,learn_1,备考压力好大想哭同感#135,
生活区,life_2,生活感满满很温暖姐妹们#946,
学习区,learn_3,例题很经典收获很多哈哈#1383,
学习区,learn_3,看到题目就迷茫同感#1131,0
学习区,learn_2,太难了完全听不懂救命#674,
生活区,life_1,真的很放松姐妹们#408,
学习区,learn_3,这节课效率很高同感#1318,
生活区,life_5,内容有趣支持哈哈#2491,
学习区,learn_5,学会了感谢分享同感#2239,
生活区,life_1,内容太水了没用期末人破防#96,0
生活区,life_3,画面好看点赞三连了#1210,
学习区,learn_1,这个方法太有用了收藏期末人破防#292,
学习区,learn_4,越学越焦虑弹幕护体#1811,
生活区,life_2,有点无聊看不下去确实#874,
生活区,life_3,这个视频太治愈了姐妹们#1160,1
生活区,life_1,这个视频太治愈了弹幕护体#320,
学习区,learn_1,越学越焦虑期末人破防#366,
生活区,life_1,好喜欢这种日常期末人破防#106,
生活区,life_2,这个视频太治愈了期末人破防#594,
学习区,learn_2,看到题目就迷茫救命#572,
学习区,learn_2,看到题目就迷茫三连了#840,0
学习区,learn_5,备考压力好大想哭弹幕护体#2009,0
学习区,learn_4,这个公式太痛苦期末人破防#1751,
生活区,life_1,这种分享很真实弹幕护体#455,
学习区,learn_2,学不会有点烦确实#730,
生活区,life_4,看完心情变好了弹幕护体#1545,1
生活区,life_4,标题党无语确实#1610,
学习区,learn_3,越学越焦虑第2遍看#1360,
学习区,learn_3,这个方法太有用了收藏救命#1069,
学习区,learn_3,笔记已经记好了哈哈#1063,
生活区,life_4,看着很舒服弹幕护体#1950,
学习区,learn_5,例题很经典收获很多弹幕护体#2201,
生活区,life_2,内容有趣支持三连了#832,
学习区,learn_3,太难了完全听不懂第31遍看#1389,0
学习区,learn_1,老师讲得很清楚终于懂了打卡51#342,
生活区,life_2,好喜欢这种日常救命#799,1
生活区,life_1,真的很放松确实#318,
学习区,learn_2,学会了感谢分享救命#989,1
学习区,learn_1,这个知识点让我崩溃打卡12#303,
学习区,learn_5,终于把公式理解了确实#2226,
生活区,life_5,看着很舒服同感#2401,
学习区,learn_5,这个公式太痛苦哈哈#2082,0
学习区,learn_1,备考压力好大想哭弹幕护体#207,
生活区,life_3,好喜欢这种日常救命#1282,
学习区,learn_2,越学越焦虑第32遍看#517,0
生活区,life_5,体验一般哈哈#2074,
学习区,learn_5,备考压力好大想哭打卡73#2207,
学习区,learn_2,思路很清晰适合复习弹幕护体#736,
学习区,learn_5,终于把公式理解了第84遍看#2121,
学习区,learn_1,复习效率太低了确实#216,
学习区,learn_2,讲得有点快跟不上救命#553,
生活区,life_5,快乐就是这么简单第10遍看#2144,
生活区,life_1,这种分享很真实第63遍看#160,
生活区,life_5,内容有趣支持同感#2466,
学习区,learn_4,这个公式太痛苦救命#1963,0
学习区,learn_5,笔记已经记好了期末人破防#2294,
学习区,learn_1,笔记已经记好了打卡75#463,
生活区,life_4,体验一般期末人破防#1875,
学习区,learn_2,复习效率太低了三连了#941,
学习区,learn_1,这个公式太痛苦打卡26#220,
学习区,learn_2,作业好多真的累期末人破防#519,
学习区,learn_1,知识点总结很完整姐妹们#472,
生活区,life_4,内容太水了没用姐妹们#1805,
学习区,learn_1,复习效率太低了哈哈#372,
学习区,learn_4,太难了完全听不懂姐妹们#1904,0
学习区,learn_5,这个知识点让我崩溃第59遍看#2193,
学习区,learn_4,笔记已经记好了确实#1538,1
学习区,learn_3,例题很经典收获很多打卡46#1210,
生活区,life_5,生活感满满很温暖打卡77#2114,
生活区,life_3,看完没什么收获打卡88#1155,0
学习区,learn_1,复习效率太低了同感#82,
学习区,learn_2,例题很经典收获很多第4遍看#877,1
学习区,learn_5,看到题目就迷茫第58遍看#2483,
学习区,learn_3,讲解细节很到位期末人破防#1065,
学习区,learn_3,这个知识点让我崩溃姐妹们#1293,
学习区,learn_3,太难了完全听不懂哈哈#1143,
学习区,learn_4,知识点总结很完整第77遍看#1823,
生活区,life_1,节奏太慢有点烦哈哈#2,
生活区,life_5,快乐就是这么简单期末人破防#2371,
生活区,life_2,内容有趣支持姐妹们#533,1
学习区,learn_4,例题很经典收获很多三连了#1839,
生活区,life_5,画面好看点赞三连了#2243,
生活区,life_2,有点尴尬确实#626,
生活区,life_4,看完心情变好了弹幕护体#1683,
学习区,learn_5,这个方法太有用了收藏第48遍看#2182,1
学习区,learn_5,例题很经典收获很多期末人破防#2434,
生活区,life_4,真的很放松打卡1#1650,
生活区,life_5,评论区吵起来了同感#2306,
学习区,learn_3,学不会有点烦打卡90#1351,
学习区,learn_5,复习效率太低了确实#2398,
生活区,life_3,这个视频太治愈了弹幕护体#1478,
生活区,life_2,看完没什么收获确实#848,
生活区,life_1,感觉不太真实哈哈#273,
生活区,life_3,内容有趣支持姐妹们#1470,1
生活区,life_4,感觉不太真实确实#1501,
学习区,learn_3,看到题目就迷茫打卡23#1090,
学习区,learn_2,越学越焦虑同感#680,
生活区,life_1,看完心情变好了同感#365,
生活区,life_5,生活感满满很温暖姐妹们#2293,
学习区,learn_4,作业好多真的累哈哈#1780,
生活区,life_5,生活感满满很温暖第68遍看#2202,
学习区,learn_4,备考压力好大想哭三连了#1700,
生活区,life_5,真的很放松确实#2139,
学习区,learn_1,笔记已经记好了姐妹们#299,1
学习区,learn_2,思路很清晰适合复习打卡91#867,
学习区,learn_2,讲得有点快跟不上哈哈#645,0
学习区,learn_1,复习效率太低了确实#347,0
生活区,life_2,好喜欢这种日常同感#537,
生活区,life_2,有点尴尬三连了#712,0
生活区,life_1,看着很舒服姐妹们#303,
学习区,learn_2,越学越焦虑哈哈#717,
学习区,learn_5,思路很清晰适合复习期末人破防#2183,
学习区,learn_1,这个方法太有用了收藏第46遍看#143,
学习区,learn_4,学不会有点烦三连了#1534,
学习区,learn_2,越学越焦虑三连了#701,
学习区,learn_1,这个公式太痛苦同感#31,
学习区,learn_4,学不会有点烦同感#1548,0
学习区,learn_4,讲解细节很到位打卡0#1940,
学习区,learn_2,看到题目就迷茫第69遍看#651,
生活区,life_2,快乐就是这么简单确实#960,
生活区,life_1,标题党无语姐妹们#317,
生活区,life_3,内容有趣支持确实#1428,1
学习区,learn_4,作业好多真的累哈哈#1768,
生活区,life_1,标题党无语哈哈#312,
学习区,learn_3,例题很经典收获很多三连了#1227,1
生活区,life_3,快乐就是这么简单打卡57#1124,
学习区,learn_4,讲得有点快跟不上弹幕护体#1501,
学习区,learn_2,讲解细节很到位哈哈#836,
生活区,life_3,好喜欢这种日常确实#1272,1
生活区,life_3,这个视频太治愈了姐妹们#1232,0
学习区,learn_2,讲得有点快跟不上同感#550,
生活区,life_1,感觉不太真实同感#33,
学习区,learn_2,这个知识点让我崩溃第51遍看#924,
生活区,life_5,内容太水了没用姐妹们#2248,
生活区,life_1,看完心情变好了三连了#210,
学习区,learn_1,这节课效率很高打卡56#250,
学习区,learn_4,讲解细节很到位救命#1887,
学习区,learn_3,例题很经典收获很多弹幕护体#1208,
生活区,life_5,快乐就是这么简单期末人破防#2000,
学习区,learn_2,备考压力好大想哭哈哈#809,
生活区,life_1,生活感满满很温暖姐妹们#467,
生活区,life_5,这种分享很真实期末人破防#2196,
学习区,learn_2,终于把公式理解了救命#734,
学习区,learn_1,看到题目就迷茫三连了#185,1
学习区,learn_2,这个知识点让我崩溃救命#959,0
学习区,learn_2,笔记已经记好了打卡60#642,
学习区,learn_2,看到题目就迷茫打卡25#704,
生活区,life_3,这个视频太治愈了救命#1069,1
生活区,life_5,这种分享很真实弹幕护体#2295,
生活区,life_1,内容有趣支持确实#233,
学习区,learn_1,这节课效率很高三连了#87,
学习区,learn_5,这个公式太痛苦弹幕护体#2341,0
生活区,life_1,有点尴尬救命#69,
生活区,life_3,快乐就是这么简单救命#1018,
学习区,learn_1,作业好多真的累三连了#110,
生活区,life_5,快乐就是这么简单打卡30#2455,
生活区,life_1,快乐就是这么简单确实#448,
学习区,learn_5,知识点总结很完整姐妹们#2278,
学习区,learn_4,知识点总结很完整救命#1852,
生活区,life_2,画面好看点赞打卡26#511,1
学习区,learn_3,越学越焦虑期末人破防#1429,
生活区,life_4,好喜欢这种日常哈哈#1784,
生活区,life_5,有点无聊看不下去期末人破防#2051,
生活区,life_5,剪辑有点乱三连了#2117,
学习区,learn_3,这个知识点让我崩溃第70遍看#1137,0
学习区,learn_5,备考压力好大想哭救命#2357,
生活区,life_3,好喜欢这种日常打卡35#1102,
生活区,life_3,看完心情变好了同感#1351,
学习区,learn_5,这个方法太有用了收藏救命#2063,0
学习区,learn_1,这节课效率很高同感#363,
生活区,life_3,好喜欢这种日常第92遍看#1353,
生活区,life_4,有点无聊看不下去姐妹们#1512,
生活区,life_5,看完没什么收获哈哈#2279,
学习区,learn_2,备考压力好大想哭打卡13#886,
学习区,learn_5,思路很清晰适合复习弹幕护体#2005,
生活区,life_4,剪辑有点乱第78遍看#1921,
生活区,life_2,有点无聊看不下去救命#531,
生活区,life_3,真的很放松三连了#1029,1
学习区,learn_2,作业好多真的累同感#684,0
学习区,learn_5,讲得有点快跟不上打卡82#2216,
学习区,learn_3,笔记已经记好了哈哈#1134,
生活区,life_3,节奏太慢有点烦期末人破防#1311,0
学习区,learn_4,例题很经典收获很多三连了#1949,
生活区,life_5,画面好看点赞确实#2353,
生活区,life_2,生活感满满很温暖弹幕护体#509,
生活区,life_4,内容太水了没用救命#1669,0
生活区,life_2,有点尴尬姐妹们#866,
学习区,learn_5,看到题目就迷茫期末人破防#2450,0
生活区,life_2,评论区吵起来了姐妹们#968,
学习区,learn_1,知识点总结很完整哈哈#383,
学习区,learn_1,学不会有点烦姐妹们#486,
生活区,life_1,看着很舒服确实#5,
学习区,learn_2,越学越焦虑打卡96#969,
生活区,life_3,感觉不太真实打卡0#1164,0
学习区,learn_1,复习效率太低了弹幕护体#382,0
学习区,learn_2,这个公式太痛苦三连了#856,
学习区,learn_4,作业好多真的累弹幕护体#1842,
学习区,learn_5,知识点总结很完整弹幕护体#2411,
生活区,life_1,生活感满满很温暖打卡36#133,
学习区,learn_3,这个方法太有用了收藏哈哈#1148,
学习区,learn_1,学不会有点烦救命#492,
学习区,learn_4,例题很经典收获很多三连了#1675,
学习区,learn_5,讲解细节很到位第78遍看#2406,
学习区,learn_1,这个公式太痛苦三连了#47,
学习区,learn_3,越学越焦虑三连了#1050,
生活区,life_2,内容有趣支持三连了#908,
生活区,life_4,评论区吵起来了弹幕护体#1714,0
生活区,life_5,内容有趣支持救命#2076,1
生活区,life_3,好喜欢这种日常期末人破防#1072,1
生活区,life_5,这种分享很真实确实#2408,
学习区,learn_2,讲得有点快跟不上打卡31#904,
生活区,life_4,这个视频太治愈了姐妹们#1626,1
生活区,life_1,评论区吵起来了同感#442,
学习区,learn_4,复习效率太低了弹幕护体#1807,
生活区,life_5,真的很放松第75遍看#2403,1
生活区,life_1,看完心情变好了哈哈#289,
生活区,life_4,看完没什么收获期末人破防#1643,
生活区,life_4,看完没什么收获打卡27#1773,1
学习区,learn_5,笔记已经记好了哈哈#2191,
学习区,learn_4,学会了感谢分享哈哈#1689,1
学习区,learn_4,这个公式太痛苦救命#1913,
学习区,learn_2,笔记已经记好了姐妹们#839,1
生活区,life_5,看完没什么收获救命#2060,
学习区,learn_4,这个方法太有用了收藏救命#1682,
学习区,learn_2,太难了完全听不懂打卡74#947,
学习区,learn_2,这个公式太痛苦打卡76#561,
学习区,learn_5,这个知识点让我崩溃第83遍看#2314,
学习区,learn_1,这个方法太有用了收藏确实#422,
生活区,life_3,真的很放松救命#1009,
生活区,life_2,感觉不太真实姐妹们#575,
学习区,learn_1,笔记已经记好了弹幕护体#67,
学习区,learn_5,这节课效率很高确实#2303,0
学习区,learn_4,终于把公式理解了同感#1764,
学习区,learn_2,讲得有点快跟不上哈哈#932,
学习区,learn_5,越学越焦虑第79遍看#2019,
生活区,life_2,画面好看点赞期末人破防#788,1
学习区,learn_5,思路很清晰适合复习第47遍看#2181,
学习区,learn_2,这个方法太有用了收藏确实#987,
生活区,life_3,画面好看点赞姐妹们#1374,
生活区,life_2,看着很舒服打卡36#521,
生活区,life_4,这个视频太治愈了弹幕护体#1906,
学习区,learn_1,复习效率太低了姐妹们#187,
学习区,learn_3,讲解细节很到位三连了#1330,
学习区,learn_3,越学越焦虑打卡33#1003,0
学习区,learn_2,越学越焦虑打卡27#803,
生活区,life_1,快乐就是这么简单第58遍看#58,
学习区,learn_4,看到题目就迷茫哈哈#1932,0
生活区,life_4,生活感满满很温暖哈哈#1951,
生活区,life_2,生活感满满很温暖哈哈#890,
学习区,learn_3,备考压力好大想哭同感#1461,
学习区,learn_5,备考压力好大想哭第79遍看#2310,
学习区,learn_5,知识点总结很完整第84遍看#2315,
学习区,learn_5,看到题目就迷茫姐妹们#2464,
生活区,life_5,好喜欢这种日常确实#2263,
学习区,learn_4,看到题目就迷茫同感#1646,
生活区,life_1,这种分享很真实确实#75,
学习区,learn_2,知识点总结很完整三连了#817,
生活区,life_3,生活感满满很温暖弹幕护体#1332,
生活区,life_2,这种分享很真实确实#573,
生活区,life_2,快乐就是这么简单姐妹们#857,
学习区,learn_3,太难了完全听不懂第58遍看#1028,
学习区,learn_4,看到题目就迷茫打卡91#1740,
生活区,life_3,内容有趣支持期末人破防#1182,
生活区,life_3,内容有趣支持确实#1068,
生活区,life_2,内容太水了没用姐妹们#500,
学习区,learn_1,笔记已经记好了哈哈#444,
学习区,learn_2,学不会有点烦第88遍看#767,0
学习区,learn_2,思路很清晰适合复习三连了#792,
生活区,life_3,内容太水了没用确实#1442,0
生活区,life_2,内容有趣支持同感#707,
学习区,learn_3,复习效率太低了姐妹们#1397,
学习区,learn_5,终于把公式理解了姐妹们#2326,
学习区,learn_4,例题很经典收获很多第70遍看#1719,
学习区,learn_5,这个公式太痛苦三连了#2268,
生活区,life_2,体验一般姐妹们#953,
学习区,learn_3,思路很清晰适合复习确实#1340,
生活区,life_5,画面好看点赞确实#2473,
学习区,learn_2,思路很清晰适合复习第28遍看#610,
生活区,life_3,这个视频太治愈了期末人破防#1005,
学习区,learn_5,学不会有点烦救命#2164,
生活区,life_5,内容太水了没用第82遍看#2410,
生活区,life_1,生活感满满很温暖第70遍看#70,
学习区,learn_2,看到题目就迷茫期末人破防#749,
学习区,learn_5,思路很清晰适合复习同感#2170,
生活区,life_4,感觉不太真实确实#1695,0
生活区,life_1,这种分享很真实救命#13,1
学习区,learn_5,学不会有点烦三连了#2277,1
生活区,life_3,有点尴尬同感#1101,
